Lat,Lon,LatWGS84,LonWGS84,LocationName,StationID,ObsTime,ELEV,WDIR,WDSD,Temp,HUMD,PRES,H24R,H_FX,H_XD,D_TX,D_TN,City,CitySn,Town,TownSn,InfoTime,InfoDate
22.919517,121.114908,22.91771111,121.1229944,鹿野,C0S710,2021/12/14 18:00,382,41,2.1,19.1,0.88,975.8,0,,,22.9,16,臺東縣,22,鹿野鄉,274,2021/12/14 18:00,2021/12/14
23.813667,121.433194,23.8119,121.4414583,西林,C0T900,2021/12/14 5:00,160,0,0,15.9,0.92,999.9,0,,,16.4,15.6,花蓮縣,21,萬榮鄉,166,2021/12/14 5:00,2021/12/14
23.585708,121.506678,23.58389722,121.5148056,豐濱,C0T9I0,2021/12/14 7:00,152,213,0.9,17.4,0.88,1003.7,0,,,17.6,17.1,花蓮縣,21,豐濱鄉,188,2021/12/14 7:00,2021/12/14
22.421194,120.544222,22.41945556,120.552375,佳冬,C0R540,2021/12/14 0:00,17,29,0.8,19,0.87,1015.3,0,,,24.4,17.8,屏東縣,20,佳冬鄉,341,2021/12/14 0:00,2021/12/14
22.487694,120.494694,22.48591111,120.5027361,南州,C0R580,2021/12/14 1:00,10,342,1.5,18,0.94,1017.9,0,,,18.5,18,屏東縣,20,南州鄉,338,2021/12/14 1:00,2021/12/14
22.418014,120.9189,22.41621111,120.9269417,加津林,C0S970,2021/12/14 2:00,19,49,0.9,21.5,0.66,1017,0,,,21.6,21.2,臺東縣,22,大武鄉,342,2021/12/14 2:00,2021/12/14
24.562447,121.744417,24.56064722,121.7526083,西德山,C0UA40,2021/12/14 2:00,1121,27,0.6,11.4,0.99,895.7,2.5,,,11.4,11.2,宜蘭縣,7,南澳鄉,93,2021/12/14 2:00,2021/12/14
22.625139,120.2675,22.623325,120.275575,鼓山,C0V690,2021/12/14 20:00,30,40,1.3,22.7,0.84,1014,0,,,24.2,18.1,高雄市,5,鼓山區,316,2021/12/14 20:00,2021/12/14
25.088528,121.464056,25.08659444,121.4723306,蘆洲,C0AD30,2021/12/14 11:00,20,87,4.5,22,0.74,1016,0,10.4,85,22,17.7,新北市,6,蘆洲區,23,2021/12/14 11:00,2021/12/14
22.589611,120.482389,22.587775,120.4903944,萬丹,C0R510,2021/12/14 0:00,31,316,1.1,18.9,0.84,1014.5,0,,,27.1,17.6,屏東縣,20,萬丹鄉,327,2021/12/14 0:00,2021/12/14
24.906556,121.035417,24.90479444,121.0436278,湖口,C0D650,2021/12/14 13:00,97,47,1.9,24.4,0.56,1005.9,0,,,24.4,16.8,新竹縣,10,湖口鄉,59,2021/12/14 13:00,2021/12/14
24.562447,121.744417,24.56064722,121.7526083,西德山,C0UA40,2021/12/14 15:00,1121,0,0.2,14.1,0.99,893.6,13,,,14.7,11.2,宜蘭縣,7,南澳鄉,93,2021/12/14 15:00,2021/12/14
23.897478,120.933219,23.89570278,120.94135,魚池,C0I370,2021/12/14 1:00,671,0,0,13,0.99,943.5,0,,,13.6,13,南投縣,13,魚池鄉,164,2021/12/14 1:00,2021/12/14
24.182028,120.632861,24.17949444,120.641275,西屯,C0F9T0,2021/12/14 12:00,111,314,2.4,24.3,0.62,1003.7,0,,,24.3,16.7,臺中市,2,西屯區,125,2021/12/14 12:00,2021/12/14
24.451153,121.802036,24.44934722,121.8102194,南澳,C0U770,2021/12/14 17:00,5,0,0,20,0.93,1018.2,3,,,21.9,16.9,宜蘭縣,7,南澳鄉,93,2021/12/14 17:00,2021/12/14
24.719928,121.679461,24.71813333,121.6876639,內城,C0U900,2021/12/14 17:00,63,306,0.7,19.8,0.92,1012.9,7,,,21.4,16.1,宜蘭縣,7,員山鄉,74,2021/12/14 17:00,2021/12/14
23.631111,120.217222,23.63041389,120.227125,四湖,C0K280,2021/12/14 8:00,23,31,0.8,16.3,0.89,1019.3,0,,,16.8,13.9,雲林縣,16,四湖鄉,195,2021/12/14 8:00,2021/12/14
25.177333,121.514167,25.175675,121.5224083,大屯山,C0AC40,2021/12/14 19:00,1079,105,3.8,12.7,1,897.2,5.7,,,15.7,10.3,臺北市,1,北投區,6,2021/12/14 19:00,2021/12/14
23.7575,120.310833,23.75555,120.318925,崙背,C0K250,2021/12/14 18:00,12,32,1.3,19.7,0.87,1015,0,,,26.8,13.3,雲林縣,16,崙背鄉,181,2021/12/14 18:00,2021/12/14
22.721528,120.277917,22.71975,120.286,楠梓,C0V670,2021/12/14 9:00,20,341,0.9,20.3,0.76,1017.5,0,,,20.3,17.4,高雄市,5,楠梓區,305,2021/12/14 9:00,2021/12/14
23.534519,120.835553,23.53274167,120.8436667,神木村,C0H9A0,2021/12/14 8:00,1595,110,0.9,17.4,0.59,850.5,0,,,17.4,9.6,南投縣,13,信義鄉,175,2021/12/14 8:00,2021/12/14
22.207208,120.879586,22.20540278,120.8876139,旭海,C0R720,2021/12/14 19:00,214,12,7.1,19.3,1,993.2,4.5,12.9,7,20.9,18.8,屏東縣,20,牡丹鄉,347,2021/12/14 19:00,2021/12/14
24.041264,121.596386,24.03946111,121.6045389,新城,C0Z180,2021/12/14 9:00,34,0,0.1,21.2,0.79,1018.5,0,,,21.2,18.4,花蓮縣,21,新城鄉,136,2021/12/14 9:00,2021/12/14
23.555011,120.3376,23.55326111,120.3457194,新港,C0M790,2021/12/14 15:00,15,329,1,24.9,0.64,1012.4,0,,,26.6,14.9,嘉義縣,17,新港鄉,211,2021/12/14 15:00,2021/12/14
22.908444,120.174583,22.90664167,120.1826083,茄萣,C0V630,2021/12/14 19:00,19,10,1.2,22.1,0.83,1014.6,0,,,24.5,17,高雄市,5,茄萣區,286,2021/12/14 19:00,2021/12/14
23.948694,120.517611,23.94763333,120.5254556,埔心,C0G810,2021/12/14 4:00,26,0,0.2,15.6,0.85,1013.8,0,,,16.9,15.5,彰化縣,14,埔心鄉,158,2021/12/14 4:00,2021/12/14
24.042972,120.429528,24.04128889,120.4376694,福興,C0G770,2021/12/14 7:00,15,28,0.6,17.3,0.85,1017,0,,,18.1,16.4,彰化縣,14,福興鄉,145,2021/12/14 7:00,2021/12/14
25.086111,121.2575,25.084275,121.2657667,蘆竹,C0C620,2021/12/14 3:00,19,59,1.6,17.3,0.83,1016.9,0,,,17.4,16.6,桃園市,8,蘆竹區,20,2021/12/14 3:00,2021/12/14
23.737072,121.411994,23.73526944,121.4201306,鳳林山,C0T9G0,2021/12/14 20:00,605,0,0,16.2,0.99,952.6,0,,,18.4,14.1,花蓮縣,21,鳳林鎮,184,2021/12/14 20:00,2021/12/14
25.039606,121.556372,25.03782222,121.5645972,信義,C0AC70,2021/12/14 8:00,71,82,1.6,18.3,0.85,1013.2,0,,,18.3,16.8,臺北市,1,信義區,38,2021/12/14 8:00,2021/12/14
24.800436,120.978742,24.79868056,120.9869417,新竹市東區,C0D660,2021/12/14 5:00,65,78,1,17.8,0.81,1011.1,0,,,18.4,17.8,新竹市,15,東區,70,2021/12/14 5:00,2021/12/14
24.894711,121.316761,24.89293611,121.324975,大溪永福,C0C710,2021/12/14 3:00,143,142,1.7,16.6,0.99,1003.5,0,,,17.3,16.6,桃園市,8,大溪區,60,2021/12/14 3:00,2021/12/14
24.312111,120.7215,24.31043611,120.729725,后里,C0F9L0,2021/12/14 7:00,253,46,1.1,15.4,0.89,989.3,0,,,15.9,14.5,臺中市,2,后里區,111,2021/12/14 7:00,2021/12/14
24.688722,121.790222,24.68636944,121.7979444,五結,C0U780,2021/12/14 7:00,15,259,2.2,15.9,1,1020.8,8.5,,,16,15.8,宜蘭縣,7,五結鄉,82,2021/12/14 7:00,2021/12/14
24.736722,121.016769,24.73500556,121.0251917,寶山,C0D580,2021/12/14 17:00,120,0,0,21.2,0.87,1002,0,,,28.4,12.5,新竹縣,10,寶山鄉,76,2021/12/14 17:00,2021/12/14
23.750436,120.601508,23.748675,120.6096417,林內,C0K470,2021/12/14 19:00,97,155,1.2,18.7,0.91,1005.2,0,,,27.1,13.8,雲林縣,16,林內鄉,186,2021/12/14 19:00,2021/12/14
25.009444,121.993889,25.00760556,122.0020583,三貂角,C0A970,2021/12/14 9:00,96,95,4.1,19.3,0.96,1011.2,0,10.2,74,19.3,17.8,新北市,6,貢寮區,27,2021/12/14 9:00,2021/12/14
23.975444,120.672194,23.97367222,120.68085,草屯,C0H960,2021/12/14 2:00,120,0,0.2,16.5,1,1003.4,0,,,17.1,16.4,南投縣,13,草屯鎮,152,2021/12/14 2:00,2021/12/14
26.360539,120.475308,26.35883611,120.4836306,東引,C0W170,2021/12/14 8:00,42,17,6.1,14.2,0.81,1018,0,11.9,16,14.4,13.8,連江縣,99,東引鄉,999,2021/12/14 8:00,2021/12/14
24.174889,120.714139,24.17314167,120.7222889,大坑,C0F970,2021/12/14 16:00,145,338,3,23.1,0.67,998.1,0,,,26.2,15.5,臺中市,2,北屯區,124,2021/12/14 16:00,2021/12/14
24.819336,121.757397,24.81753889,121.7656083,礁溪,C0U600,2021/12/14 16:00,10,0,0,21,0.83,1016.9,3.5,,,22.1,16.5,宜蘭縣,7,礁溪鄉,65,2021/12/14 16:00,2021/12/14
23.538014,120.1612,23.53626667,120.1693111,宜梧,C0K291,2021/12/14 14:00,8,346,3.5,24.1,0.66,1014.9,0,,,24.2,15.4,雲林縣,16,口湖鄉,201,2021/12/14 14:00,2021/12/14
24.268567,121.732861,24.26676111,121.7410306,和中,C0T9D0,2021/12/14 4:00,7,0,0,17.8,0.94,1019.6,0,,,17.9,17.5,花蓮縣,21,秀林鄉,108,2021/12/14 4:00,2021/12/14
24.76925,121.049861,24.76714722,121.0578806,竹東,C0D560,2021/12/14 11:00,147,148,0.4,25.4,0.54,1002.7,0,,,25.4,15.9,新竹縣,10,竹東鎮,73,2021/12/14 11:00,2021/12/14
22.970111,120.249778,22.96825833,120.2576889,仁德,C0X160,2021/12/14 8:00,26,43,1.4,17.3,1,1016.3,0,,,17.9,16,臺南市,4,仁德區,279,2021/12/14 8:00,2021/12/14
23.853347,120.490944,23.85159722,120.4990833,溪州,C0G720,2021/12/14 14:00,50,321,1.9,26.2,0.53,1009.2,0,,,26.2,15,彰化縣,14,溪州鄉,174,2021/12/14 14:00,2021/12/14
23.688211,120.595289,23.68645,120.6034167,棋山,C0K560,2021/12/14 17:00,117,341,1.1,22.8,0.67,1003,0,,,27.7,13.8,雲林縣,16,古坑鄉,196,2021/12/14 17:00,2021/12/14
23.269517,120.117367,23.26777222,120.1254806,北門,C0X290,2021/12/14 1:00,10,21,2.5,18,0.85,1017.7,0,,,18.2,18,臺南市,4,北門區,237,2021/12/14 1:00,2021/12/14
22.811789,121.101247,22.81003056,121.1093083,檳榔四格山,C0SA10,2021/12/14 14:00,411,59,1.7,21.6,0.83,970.9,0,,,22.9,16.3,臺東縣,22,卑南鄉,289,2021/12/14 14:00,2021/12/14
25.133889,121.600278,25.13215278,121.6086917,五指山,C0A870,2021/12/14 10:00,685,96,6.9,14.6,1,941,0.5,,,14.6,13.2,新北市,6,汐止區,14,2021/12/14 10:00,2021/12/14
23.798889,121.534167,23.79713056,121.5425139,水璉,C0T9F0,2021/12/14 8:00,251,0,0,18.3,0.99,992.8,0,,,18.3,16.2,花蓮縣,21,壽豐鄉,161,2021/12/14 8:00,2021/12/14
24.792836,121.666839,24.79104167,121.6750472,大礁溪,C0U870,2021/12/14 13:00,474,93,0.9,17.1,0.99,965.6,7.5,,,17.1,13.8,宜蘭縣,7,礁溪鄉,65,2021/12/14 13:00,2021/12/14
24.390581,121.263286,24.38879167,121.268675,雪山東峰A,C0F9Z0,2021/12/14 14:00,3193,24,1.3,7,0.73,696.7,0,,,8.9,0,臺中市,2,和平區,104,2021/12/14 14:00,2021/12/14
23.274339,120.239506,23.27260278,120.2476222,鹽水,C0X230,2021/12/14 20:00,29,341,1.8,19.2,0.94,1015.4,0,,,25.9,14.2,臺南市,4,鹽水區,234,2021/12/14 20:00,2021/12/14
25.284903,121.510814,25.28312778,121.5190583,白沙灣,C0AI20,2021/12/14 5:00,25,109,3.4,17.9,0.8,1017.3,0,9.7,85,18.4,17.4,新北市,6,石門區,1,2021/12/14 5:00,2021/12/14
24.390581,121.263286,24.38879167,121.268675,雪山東峰A,C0F9Z0,2021/12/14 10:00,3193,33,1.5,5,0.81,698.4,0,8.3,148,5.4,0,臺中市,2,和平區,104,2021/12/14 10:00,2021/12/14
23.121389,121.201667,23.11962778,121.2094694,池上,C0S740,2021/12/14 20:00,289,34,0.8,18.9,0.93,987.3,0,,,24.3,16.6,臺東縣,22,池上鄉,257,2021/12/14 20:00,2021/12/14
23.270336,121.297364,23.26852778,121.3054694,東里,C0Z300,2021/12/14 18:00,182,0,0,19.9,0.87,999.4,0,,,23,16.5,花蓮縣,21,富里鄉,241,2021/12/14 18:00,2021/12/14
24.390581,121.263286,24.38879167,121.268675,雪山東峰A,C0F9Z0,2021/12/14 9:00,3193,62,1.8,4,0.84,698.4,0,,,4.2,0,臺中市,2,和平區,104,2021/12/14 9:00,2021/12/14
22.075833,120.708056,22.0744,120.7162472,車城,C0R320,2021/12/14 15:00,7,70,5.8,22.9,0.79,1015.3,0,11.3,72,24.4,20.8,屏東縣,20,車城鄉,349,2021/12/14 15:00,2021/12/14
23.150164,120.625189,23.14840833,120.63325,小林,C0V820,2021/12/14 5:00,441,49,1.1,15,0.86,968.8,0,,,15.2,14.2,高雄市,5,甲仙區,251,2021/12/14 5:00,2021/12/14
24.819336,121.757397,24.81753889,121.7656083,礁溪,C0U600,2021/12/14 0:00,10,0,0.1,16.4,0.99,1021.3,17,,,18,16.4,宜蘭縣,7,礁溪鄉,65,2021/12/14 0:00,2021/12/14
22.762444,120.25925,22.76055833,120.2672111,梓官,C0V610,2021/12/14 20:00,22,341,1.1,21.5,0.82,1015.5,0,,,23.6,15.7,高雄市,5,梓官區,303,2021/12/14 20:00,2021/12/14
25.114861,121.792639,25.11316944,121.8011472,瑞芳,C0A660,2021/12/14 2:00,97,0,0,15.6,0.98,1009.1,2.5,,,15.7,15.6,新北市,6,瑞芳區,18,2021/12/14 2:00,2021/12/14
23.564311,119.460328,23.5626,119.4684361,西嶼,C0W120,2021/12/14 6:00,58,1,12.8,19,0.88,1012.1,0,18.4,5,19.9,18.9,澎湖縣,23,西嶼鄉,200,2021/12/14 6:00,2021/12/14
25.119253,121.528939,25.11749444,121.5371694,天母,C0A9C0,2021/12/14 12:00,35,104,4.1,22.8,0.64,1015.6,0,10.4,68,22.8,18.4,臺北市,1,士林區,7,2021/12/14 12:00,2021/12/14
22.888889,120.236444,22.88713889,120.2445,湖內,C0V640,2021/12/14 0:00,35,1,1.9,18.6,0.85,1015.4,0,,,25.5,17.8,高雄市,5,湖內區,285,2021/12/14 0:00,2021/12/14
24.365503,121.436489,24.36371389,121.4446667,南湖圈谷A,C0F0E0,2021/12/14 13:00,3557,193,2.3,2.5,0.92,665.5,0,8.6,214,3.1,-3,臺中市,2,和平區,104,2021/12/14 13:00,2021/12/14
23.814322,120.841658,23.81255278,120.8497917,水里,C0I360,2021/12/14 7:00,300,71,1.4,15.7,0.83,983.8,0,,,16.3,15.2,南投縣,13,水里鄉,168,2021/12/14 7:00,2021/12/14
24.683636,121.741144,24.68183611,121.7493444,羅東,C0U940,2021/12/14 4:00,25,251,1.7,16.3,1,1019.1,6,,,16.3,16.3,宜蘭縣,7,羅東鎮,86,2021/12/14 4:00,2021/12/14
23.339792,120.675231,23.33801667,120.6833306,新美,C0M860,2021/12/14 0:00,578,99,0.6,16.3,0.86,953.1,0,,,24.6,14.9,嘉義縣,17,阿里山鄉,208,2021/12/14 0:00,2021/12/14
23.243628,120.633564,23.24185556,120.6416583,表湖,C0M850,2021/12/14 12:00,695,249,0.4,22.6,0.56,938.6,0,,,22.6,13.4,嘉義縣,17,大埔鄉,233,2021/12/14 12:00,2021/12/14
21.995386,120.853619,21.99357778,120.8616333,佳樂水,C0R680,2021/12/14 20:00,13,42,3.6,21.4,0.93,1016.7,18,,,22.5,20.6,屏東縣,20,滿州鄉,348,2021/12/14 20:00,2021/12/14
25.225278,121.635556,25.22362778,121.6439667,金山,C0A940,2021/12/14 11:00,49,178,0.5,20,0.83,1016.1,0,,,20,17,新北市,6,金山區,3,2021/12/14 11:00,2021/12/14
24.939975,121.701531,24.93818333,121.70975,坪林,C0A530,2021/12/14 17:00,300,331,0.7,17.7,0.99,983.6,0.5,,,19.9,13.8,新北市,6,坪林區,53,2021/12/14 17:00,2021/12/14
24.541028,120.911972,24.53913333,120.9200417,獅潭,C0E820,2021/12/14 0:00,220,0,0,12.8,0.91,994.2,0,,,19.2,12.8,苗栗縣,11,獅潭鄉,95,2021/12/14 0:00,2021/12/14
22.078792,120.794419,22.07698889,120.8024389,四林格山,C0R750,2021/12/14 0:00,551,37,9.8,16.5,1,955.5,0.5,17.9,17,19.5,15.9,屏東縣,20,牡丹鄉,347,2021/12/14 0:00,2021/12/14
24.974944,121.436917,24.97320833,121.4451694,土城,C0AD40,2021/12/14 13:00,32,35,4.1,23.9,0.64,1013.5,0,,,23.9,17.4,新北市,6,土城區,49,2021/12/14 13:00,2021/12/14
24.51265,121.599858,24.51085556,121.6080444,翠峰湖,C0U960,2021/12/14 14:00,1885,184,0.9,11.6,0.97,817,2.5,,,12.5,7.5,宜蘭縣,7,大同鄉,81,2021/12/14 14:00,2021/12/14
23.750436,120.601508,23.748675,120.6096417,林內,C0K470,2021/12/14 12:00,97,324,0.9,24.9,0.57,1006.1,0,,,24.9,13.8,雲林縣,16,林內鄉,186,2021/12/14 12:00,2021/12/14
25.073047,121.772586,25.07125,121.7807944,五分山,C0AH30,2021/12/14 19:00,755,161,10,13.9,0.99,933.5,4.5,,,14.4,11.4,新北市,6,瑞芳區,18,2021/12/14 19:00,2021/12/14
22.206281,120.742964,22.20448056,120.7509889,丹路,C0R800,2021/12/14 3:00,131,86,2.6,20.5,0.71,1002.4,0,10.5,138,20.7,20.4,屏東縣,20,獅子鄉,344,2021/12/14 3:00,2021/12/14
24.800436,120.978742,24.79868056,120.9869417,新竹市東區,C0D660,2021/12/14 1:00,65,56,2.5,18.2,0.76,1011.5,0,,,18.3,18.1,新竹市,15,東區,70,2021/12/14 1:00,2021/12/14
25.234933,121.586997,25.23315278,121.5952361,三和,C0A930,2021/12/14 14:00,216,136,2.1,18.7,0.91,991.7,0,,,18.7,15.6,新北市,6,金山區,3,2021/12/14 14:00,2021/12/14
23.739206,120.409817,23.73745556,120.4179444,高鐵雲林,C0K580,2021/12/14 16:00,26,349,2.1,23.6,0.74,1013.5,0,,,26.8,13.7,雲林縣,16,虎尾鎮,190,2021/12/14 16:00,2021/12/14
23.466408,120.546028,23.46464444,120.5541444,番路,C0M720,2021/12/14 1:00,225,94,0.7,16.5,0.95,992.4,0,,,16.5,16.4,嘉義縣,17,番路鄉,220,2021/12/14 1:00,2021/12/14
23.602361,120.450281,23.60060556,120.4583972,大林,C0M670,2021/12/14 1:00,43,210,0.4,15.8,0.91,1013.3,0,,,16.6,15.8,嘉義縣,17,大林鎮,202,2021/12/14 1:00,2021/12/14
24.032075,120.541314,24.03032222,120.5494611,花壇,C0G910,2021/12/14 12:00,42,319,2.7,24.2,0.66,1011.6,0,,,24.2,16.5,彰化縣,14,花壇鄉,146,2021/12/14 12:00,2021/12/14
24.930528,121.275,24.92870833,121.2832889,八德,C0C490,2021/12/14 12:00,157,78,1.9,22.8,0.66,999.7,0,,,22.8,16.8,桃園市,8,八德區,52,2021/12/14 12:00,2021/12/14
24.855031,121.822586,24.85323333,121.8307972,頭城,C0U860,2021/12/14 18:00,5,0,0,19.9,0.87,1018.5,5,,,22.7,16.6,宜蘭縣,7,頭城鎮,51,2021/12/14 18:00,2021/12/14
24.541028,120.911972,24.53913333,120.9200417,獅潭,C0E820,2021/12/14 12:00,220,55,2.6,23.4,0.56,992.9,0,,,23.4,11.9,苗栗縣,11,獅潭鄉,95,2021/12/14 12:00,2021/12/14
24.349556,120.697472,24.34781667,120.7056861,外埔,C0F9Q0,2021/12/14 0:00,149,83,0.6,14.8,0.91,1000.8,0,,,22.2,14.5,臺中市,2,外埔區,110,2021/12/14 0:00,2021/12/14
23.2321,120.174072,23.23034722,120.1821667,學甲,C0X220,2021/12/14 0:00,26,26,0.8,17.2,0.84,1016,0,,,22.8,16.9,臺南市,4,學甲區,239,2021/12/14 0:00,2021/12/14
22.372167,120.62025,22.37036111,120.6283056,春日,C0R260,2021/12/14 13:00,76,254,0.9,26.4,0.57,1007.3,0,,,26.4,16.5,屏東縣,20,春日鄉,343,2021/12/14 13:00,2021/12/14
23.813667,121.433194,23.8119,121.4414583,西林,C0T900,2021/12/14 4:00,160,0,0,15.9,0.94,999.7,0,,,16.1,15.6,花蓮縣,21,萬榮鄉,166,2021/12/14 4:00,2021/12/14
23.973944,120.944278,23.97216944,120.952425,埔里,C0H890,2021/12/14 4:00,440,225,0.6,13,0.96,967.4,0,,,14.5,13,南投縣,13,埔里鎮,147,2021/12/14 4:00,2021/12/14
23.078333,120.136667,23.07669444,120.1448611,安南,C0O950,2021/12/14 19:00,4,339,1.2,21.5,0.88,1015.4,0,,,25.1,15.4,臺南市,4,安南區,265,2021/12/14 19:00,2021/12/14
25.030231,121.378336,25.02845833,121.3865611,龜山,C0C680,2021/12/14 15:00,228,80,2.7,21.8,0.72,988.5,0,,,21.8,15.4,桃園市,8,龜山區,34,2021/12/14 15:00,2021/12/14
24.312111,120.7215,24.31043611,120.729725,后里,C0F9L0,2021/12/14 2:00,253,0,0,15.6,0.93,988.8,0,,,15.9,15.5,臺中市,2,后里區,111,2021/12/14 2:00,2021/12/14
23.312447,120.308586,23.31068889,120.3166806,新營,C0X250,2021/12/14 3:00,33,31,1.3,16.2,0.89,1014.3,0,,,17.1,16.2,臺南市,4,新營區,235,2021/12/14 3:00,2021/12/14
22.569219,120.951617,22.56741944,120.9596667,金崙山,C0SA20,2021/12/14 11:00,857,13,1.7,17.2,0.86,924,0,,,17.2,13.7,臺東縣,22,太麻里鄉,312,2021/12/14 11:00,2021/12/14
23.382611,120.159667,23.38086389,120.1677778,布袋,C0M750,2021/12/14 4:00,10,23,1.2,16.3,0.88,1016.8,0,,,17.5,16.3,嘉義縣,17,布袋鎮,225,2021/12/14 4:00,2021/12/14
22.545194,120.4535,22.5434,120.4615583,新園,C0R560,2021/12/14 5:00,22,296,0.9,17.9,0.89,1016.2,0,,,19,17.9,屏東縣,20,新園鄉,333,2021/12/14 5:00,2021/12/14
23.023139,120.339806,23.021375,120.3478778,虎頭埤,C0O970,2021/12/14 13:00,71,327,1.7,26.7,0.6,1007.7,0,,,26.7,14.1,臺南市,4,新化區,267,2021/12/14 13:00,2021/12/14
23.899417,120.578083,23.89764722,120.5862,社頭,C0G860,2021/12/14 4:00,45,0,0,16.2,0.89,1012,0,,,17.1,16.2,彰化縣,14,社頭鄉,163,2021/12/14 4:00,2021/12/14
24.277822,120.769478,24.27606111,120.7776444,石岡,C0F0B0,2021/12/14 17:00,311,15,0.9,21.2,0.72,980.6,0,,,25.3,13,臺中市,2,石岡區,116,2021/12/14 17:00,2021/12/14
22.742278,120.4825,22.7405,120.4905028,九如,C0R490,2021/12/14 6:00,49,0,0,17.3,0.89,1012.6,0,,,18.9,17.3,屏東縣,20,九如鄉,302,2021/12/14 6:00,2021/12/14
23.150164,120.625189,23.14840833,120.63325,小林,C0V820,2021/12/14 10:00,441,181,0.9,23.2,0.55,970.1,0,,,23.2,13.8,高雄市,5,甲仙區,251,2021/12/14 10:00,2021/12/14
