Lat,Lon,LatWGS84,LonWGS84,LocationName,StationID,ObsTime,ELEV,WDIR,WDSD,Temp,HUMD,PRES,H24R,H_FX,H_XD,D_TX,D_TN,City,CitySn,Town,TownSn,InfoTime,InfoDate
24.51265,121.599858,24.51085556,121.6080444,翠峰湖,C0U960,2021/12/18 8:00,1885,4,1.8,1.6,1,819.5,5,,,2,0.7,宜蘭縣,7,大同鄉,81,2021/12/18 8:00,2021/12/18
24.473639,120.696444,24.47189167,120.7046222,通霄,C0E590,2021/12/18 21:00,40,29,3,15.1,0.69,1017.7,0,,,19.3,13.8,苗栗縣,11,通霄鎮,98,2021/12/18 21:00,2021/12/18
24.473639,120.696444,24.47189167,120.7046222,通霄,C0E590,2021/12/18 18:00,40,25,2.9,14.6,0.7,1016.4,0,,,19.3,13.8,苗栗縣,11,通霄鎮,98,2021/12/18 18:00,2021/12/18
23.903417,120.501389,23.90166944,120.5093889,田尾,C0G820,2021/12/18 18:00,29,0,0.2,16.2,0.73,1018.3,0,,,19.7,13.8,彰化縣,14,田尾鄉,167,2021/12/18 18:00,2021/12/18
23.813667,121.433194,23.8119,121.4414583,西林,C0T900,2021/12/18 17:00,160,0,0,14.5,0.75,1003.2,0.5,,,16.6,12.6,花蓮縣,21,萬榮鄉,166,2021/12/18 17:00,2021/12/18
24.603167,120.992083,24.601775,121.0002139,南庄,C0E430,2021/12/18 10:00,258,10,0.6,14.2,0.67,997.3,0,,,14.2,10.7,苗栗縣,11,南庄鄉,92,2021/12/18 10:00,2021/12/18
23.459414,120.452408,23.45765556,120.4605167,嘉義市東區,C0M730,2021/12/18 21:00,40,353,1.3,16.5,0.66,1017,0,,,21.4,15.2,嘉義市,9,東區,217,2021/12/18 21:00,2021/12/18
23.456792,120.323303,23.45504722,120.3314389,太保,C0M680,2021/12/18 2:00,37,2,1.7,15.2,0.67,1016.8,0,,,15.5,15.1,嘉義縣,17,太保市,218,2021/12/18 2:00,2021/12/18
22.170192,120.8332,22.16838889,120.841225,牡丹池山,C0R840,2021/12/18 12:00,536,47,7.5,15.7,0.85,959.9,0,15.3,51,15.8,12.9,屏東縣,20,牡丹鄉,347,2021/12/18 12:00,2021/12/18
24.855031,121.822586,24.85323333,121.8307972,頭城,C0U860,2021/12/18 16:00,5,26,1.6,15.7,0.68,1024.4,0,,,16.2,13.9,宜蘭縣,7,頭城鎮,51,2021/12/18 16:00,2021/12/18
25.088528,121.464056,25.08659444,121.4723306,蘆洲,C0AD30,2021/12/18 0:00,20,83,2.4,15.4,0.66,1023,0,,,21.1,15.3,新北市,6,蘆洲區,23,2021/12/18 0:00,2021/12/18
24.529611,121.510844,24.52781944,121.5190306,白嶺,C0UA30,2021/12/18 1:00,1397,47,0.8,4.3,1,869.2,0,,,5.1,4.3,宜蘭縣,7,大同鄉,81,2021/12/18 1:00,2021/12/18
23.149036,120.078164,23.14728889,120.0862528,七股,C0X310,2021/12/18 19:00,9,23,6.3,16.7,0.74,1021.5,0,,,18.9,14.9,臺南市,4,七股區,253,2021/12/18 19:00,2021/12/18
23.210556,121.254167,23.20871667,121.2623417,明里,C0Z020,2021/12/18 17:00,211,43,4.8,15.5,0.68,998.4,0,,,17.4,13.9,花蓮縣,21,富里鄉,241,2021/12/18 17:00,2021/12/18
22.741342,120.522697,22.73955833,120.5307778,鹽埔,C0R160,2021/12/18 16:00,45,3,1.3,20,0.76,1013.8,0,,,21.8,14.2,屏東縣,20,鹽埔鄉,301,2021/12/18 16:00,2021/12/18
24.940806,121.3615,24.939025,121.3697278,三峽,C0AC60,2021/12/18 5:00,55,100,1.5,14.1,0.58,1019.5,0,,,14.5,13.9,新北市,6,三峽區,57,2021/12/18 5:00,2021/12/18
22.405861,120.745083,22.40526389,120.7531806,大漢山,C0R440,2021/12/18 10:00,1679,69,8,7.3,0.99,838.2,0,17.3,92,7.3,5.2,屏東縣,20,春日鄉,343,2021/12/18 10:00,2021/12/18
23.401778,119.314667,23.40006944,119.3227611,花嶼,C0W130,2021/12/18 5:00,18,23,11.8,16.6,0.7,1017.3,0,25.9,33,17.9,16.5,澎湖縣,23,望安鄉,231,2021/12/18 5:00,2021/12/18
25.073047,121.772586,25.07125,121.7807944,五分山,C0AH30,2021/12/18 21:00,755,88,3.2,8.9,-99,940.3,0,,,8.9,6.1,新北市,6,瑞芳區,18,2021/12/18 21:00,2021/12/18
22.780972,120.486528,22.77919444,120.4945889,里港,C0R590,2021/12/18 17:00,72,348,2,19.6,0.64,1012,0,,,20.7,14.8,屏東縣,20,里港鄉,295,2021/12/18 17:00,2021/12/18
23.221472,120.489222,23.21968056,120.4973278,曾文,C0O810,2021/12/18 16:00,161,193,0.5,19.6,0.61,1001.4,0,,,21.9,14.1,臺南市,4,楠西區,246,2021/12/18 16:00,2021/12/18
22.170192,120.8332,22.16838889,120.841225,牡丹池山,C0R840,2021/12/18 6:00,536,45,10,13.6,0.9,958.5,0,20.6,61,15,13.5,屏東縣,20,牡丹鄉,347,2021/12/18 6:00,2021/12/18
25.259639,121.493361,25.25813056,121.5019167,三芝,C0AD00,2021/12/18 8:00,86,48,1.6,13.8,0.64,1018.1,0,7,62,14.6,13.5,新北市,6,三芝區,2,2021/12/18 8:00,2021/12/18
23.273047,121.180172,23.27125,121.1882722,清水林道,C0Z320,2021/12/18 3:00,646,0,0.1,11.1,0.96,950.8,1.5,,,11.8,11.1,花蓮縣,21,卓溪鄉,207,2021/12/18 3:00,2021/12/18
25.004083,121.567528,25.00235,121.5757278,文山,C0AC80,2021/12/18 9:00,40,104,1.1,14,0.73,1022.5,0,,,14.3,13.5,臺北市,1,文山區,356,2021/12/18 9:00,2021/12/18
22.856639,120.251361,22.85499722,120.2594389,路竹,C0V750,2021/12/18 8:00,50,20,3,16.4,0.65,1015.7,0,,,16.9,15.5,高雄市,5,路竹區,288,2021/12/18 8:00,2021/12/18
23.829972,120.793328,23.82820556,120.8014667,集集,C0I380,2021/12/18 20:00,258,340,0.4,15.5,0.66,991,0,,,19.1,11.8,南投縣,13,集集鎮,176,2021/12/18 20:00,2021/12/18
24.894394,121.737519,24.8926,121.7457361,四堵,C0A540,2021/12/18 17:00,401,0,0,12.5,0.98,977.7,0,,,13.1,10.8,新北市,6,坪林區,53,2021/12/18 17:00,2021/12/18
25.009444,121.993889,25.00760556,122.0020583,三貂角,C0A970,2021/12/18 5:00,96,9,11.4,14.3,0.71,1014.9,0,17.4,13,15,14.2,新北市,6,貢寮區,27,2021/12/18 5:00,2021/12/18
22.469778,120.574833,22.46794722,120.5828944,新埤,C0R550,2021/12/18 12:00,38,307,1.6,22.8,0.64,1015.8,0,,,23.1,16,屏東縣,20,新埤鄉,336,2021/12/18 12:00,2021/12/18
23.65605,120.551619,23.65429167,120.5597444,古坑,C0K490,2021/12/18 5:00,91,38,0.4,14,0.82,1008.5,0,,,14.2,13.3,雲林縣,16,古坑鄉,196,2021/12/18 5:00,2021/12/18
22.607389,120.387667,22.60561389,120.3957167,大寮,C0V730,2021/12/18 12:00,33,344,1.8,20.9,0.56,1016.6,0,,,20.9,15.4,高雄市,5,大寮區,320,2021/12/18 12:00,2021/12/18
21.90265,120.847244,21.90083611,120.8552694,墾雷,C0R620,2021/12/18 4:00,34,34,6.1,19.2,0.86,1015.3,0,17,62,20.9,19.2,屏東縣,20,恆春鎮,350,2021/12/18 4:00,2021/12/18
24.635528,121.7855,24.633725,121.7936972,冬山,C0U910,2021/12/18 10:00,17,297,2.8,13.9,0.84,1026.6,1.5,,,14.2,13.3,宜蘭縣,7,冬山鄉,87,2021/12/18 10:00,2021/12/18
23.298339,120.377492,23.29658056,120.3855917,東河,C0X050,2021/12/18 12:00,25,41,3.3,18.7,0.54,1017.5,0,,,18.7,13.3,臺南市,4,東山區,236,2021/12/18 12:00,2021/12/18
22.075833,120.708056,22.0744,120.7162472,車城,C0R320,2021/12/18 7:00,7,61,13.5,18.4,0.67,1018.5,0,25.2,81,20,18.4,屏東縣,20,車城鄉,349,2021/12/18 7:00,2021/12/18
24.884722,121.256944,24.88285278,121.2655472,大溪,C0C630,2021/12/18 12:00,209,54,4.1,14.5,0.68,1000.6,0,12.9,66,14.9,11.8,桃園市,8,大溪區,60,2021/12/18 12:00,2021/12/18
23.022142,121.315558,23.02033333,121.3236417,都歷,C0SA30,2021/12/18 7:00,92,7,2.9,16.6,0.64,1013.9,0,11.2,22,17.5,16.3,臺東縣,22,成功鎮,258,2021/12/18 7:00,2021/12/18
23.948333,120.577528,23.94650278,120.5855972,員林,C0G650,2021/12/18 9:00,34,15,0.8,16.9,0.54,1018.6,0,,,17,15.3,彰化縣,14,員林市,156,2021/12/18 9:00,2021/12/18
25.088528,121.464056,25.08659444,121.4723306,蘆洲,C0AD30,2021/12/18 11:00,20,71,1.8,15.8,0.71,1022.4,0,,,15.9,14.8,新北市,6,蘆洲區,23,2021/12/18 11:00,2021/12/18
23.149036,120.078164,23.14728889,120.0862528,七股,C0X310,2021/12/18 5:00,9,22,6.8,15.1,0.64,1019.2,0,,,16.1,14.9,臺南市,4,七股區,253,2021/12/18 5:00,2021/12/18
24.974944,121.436917,24.97320833,121.4451694,土城,C0AD40,2021/12/18 20:00,32,107,1.1,13.8,0.87,1022.2,0,,,15.6,13.6,新北市,6,土城區,49,2021/12/18 20:00,2021/12/18
24.2201,121.680972,24.21829444,121.6891417,清水斷崖,C0Z310,2021/12/18 16:00,59,0,0.2,17.2,0.75,1016.9,0,,,17.9,16.1,花蓮縣,21,秀林鄉,108,2021/12/18 16:00,2021/12/18
23.078333,120.136667,23.07669444,120.1448611,安南,C0O950,2021/12/18 0:00,4,346,2.1,16,0.81,1018.2,0,,,25.5,16,臺南市,4,安南區,265,2021/12/18 0:00,2021/12/18
24.138861,120.630111,24.13700556,120.6379694,南屯,C0F9U0,2021/12/18 21:00,74,44,1.8,16,0.66,1014.8,0,,,19.6,14.8,臺中市,2,南屯區,129,2021/12/18 21:00,2021/12/18
22.546944,120.3845,22.54506389,120.3925917,鳳森,C0V450,2021/12/18 13:00,51,0,0,22.2,0.52,1013,0,,,22.2,15.3,高雄市,5,小港區,330,2021/12/18 13:00,2021/12/18
24.894711,121.316761,24.89293611,121.324975,大溪永福,C0C710,2021/12/18 12:00,143,129,2.6,16.2,0.66,1008.8,0,10.8,120,16.2,12.3,桃園市,8,大溪區,60,2021/12/18 12:00,2021/12/18
22.99975,120.625528,22.99788889,120.6335833,六龜,C0V800,2021/12/18 18:00,256,0,0.2,18.4,0.8,989.3,0,,,22.2,17.1,高雄市,5,六龜區,259,2021/12/18 18:00,2021/12/18
23.729722,120.779167,23.72808056,120.7873472,鳳凰,C0I090,2021/12/18 12:00,910,339,1.2,13.9,0.88,918.2,0,,,15.4,12.7,南投縣,13,鹿谷鄉,183,2021/12/18 12:00,2021/12/18
22.972778,120.531778,22.97100278,120.5398528,月眉,C0V260,2021/12/18 15:00,126,270,2.2,21.3,0.59,1004.3,0,,,23.3,14.1,高雄市,5,杉林區,269,2021/12/18 15:00,2021/12/18
24.347444,120.579972,24.34506111,120.588025,大安,C0F9K0,2021/12/18 20:00,30,25,3.9,14.9,0.74,1018.4,0,9.2,360,17.4,14.1,臺中市,2,大安區,107,2021/12/18 20:00,2021/12/18
24.719928,121.679461,24.71813333,121.6876639,內城,C0U900,2021/12/18 15:00,63,220,2,14.4,0.77,1019.2,0,,,14.5,12.4,宜蘭縣,7,員山鄉,74,2021/12/18 15:00,2021/12/18
24.635528,121.7855,24.633725,121.7936972,冬山,C0U910,2021/12/18 11:00,17,290,3.3,14.6,0.79,1025.7,1.5,,,14.6,13.3,宜蘭縣,7,冬山鄉,87,2021/12/18 11:00,2021/12/18
22.418014,120.9189,22.41621111,120.9269417,加津林,C0S970,2021/12/18 2:00,19,65,4,19.5,0.59,1018.9,0,13.3,103,19.8,19.4,臺東縣,22,大武鄉,342,2021/12/18 2:00,2021/12/18
23.553497,120.420331,23.55174167,120.4284444,民雄,C0M760,2021/12/18 6:00,40,8,1.9,15.2,0.61,1015.5,0,,,15.4,15,嘉義縣,17,民雄鄉,213,2021/12/18 6:00,2021/12/18
23.413075,120.300231,23.41132222,120.3083333,鹿草,C0M780,2021/12/18 19:00,30,4,2,16.3,0.74,1018.7,0,,,19.5,14.5,嘉義縣,17,鹿草鄉,226,2021/12/18 19:00,2021/12/18
23.077444,120.355194,23.0757,120.3632528,山上,C0X180,2021/12/18 4:00,62,336,0.3,13.6,0.92,1010.4,0,,,14.9,13.6,臺南市,4,山上區,260,2021/12/18 4:00,2021/12/18
23.300847,120.656664,23.299075,120.6647667,茶山,C0M800,2021/12/18 13:00,440,295,0.7,18.5,0.73,969.5,0,,,19.1,16,嘉義縣,17,阿里山鄉,208,2021/12/18 13:00,2021/12/18
22.742278,120.4825,22.7405,120.4905028,九如,C0R490,2021/12/18 6:00,49,22,1.1,15.8,0.79,1013.5,0,,,17.4,15.5,屏東縣,20,九如鄉,302,2021/12/18 6:00,2021/12/18
22.596589,120.952772,22.59478889,120.960825,金峰嘉蘭,C0S920,2021/12/18 13:00,98,130,2.9,20.2,0.55,1005.7,0,8.8,152,20.8,16.4,臺東縣,22,金峰鄉,352,2021/12/18 13:00,2021/12/18
24.123139,121.265361,24.12132222,121.2736417,昆陽,C0H990,2021/12/18 1:00,3076,217,5,1.1,0.79,706.4,0,,,1.1,1,南投縣,13,仁愛鄉,122,2021/12/18 1:00,2021/12/18
24.669917,121.644819,24.66812222,121.6530167,三星,C0U890,2021/12/18 1:00,116,222,1.4,12.8,0.89,1015.7,0.5,,,13.6,12.7,宜蘭縣,7,三星鄉,84,2021/12/18 1:00,2021/12/18
23.605872,120.395439,23.60411944,120.4035556,溪口,C0M660,2021/12/18 7:00,40,12,2.6,14.5,0.64,1016.7,0,,,15.2,14.5,嘉義縣,17,溪口鄉,205,2021/12/18 7:00,2021/12/18
24.441458,120.644883,24.43971389,120.6530528,苑裡,C0E830,2021/12/18 18:00,37,24,3.4,15,0.7,1017.8,0,9.2,15,18,14.1,苗栗縣,11,苑裡鎮,102,2021/12/18 18:00,2021/12/18
24.894394,121.737519,24.8926,121.7457361,四堵,C0A540,2021/12/18 1:00,401,358,0.5,11.1,0.99,980,0,,,11.2,11.1,新北市,6,坪林區,53,2021/12/18 1:00,2021/12/18
24.669917,121.644819,24.66812222,121.6530167,三星,C0U890,2021/12/18 4:00,116,276,3.1,12.1,0.87,1014.6,0.5,,,13.6,11.9,宜蘭縣,7,三星鄉,84,2021/12/18 4:00,2021/12/18
23.65605,120.551619,23.65429167,120.5597444,古坑,C0K490,2021/12/18 17:00,91,343,0.9,17.5,0.64,1009.8,0,,,19.7,13.2,雲林縣,16,古坑鄉,196,2021/12/18 17:00,2021/12/18
23.401778,119.314667,23.40006944,119.3227611,花嶼,C0W130,2021/12/18 15:00,18,21,8.6,16.8,0.71,1018,0,19.3,27,18,16.4,澎湖縣,23,望安鄉,231,2021/12/18 15:00,2021/12/18
23.225581,121.398542,23.22377222,121.4066389,石寧山,C0S940,2021/12/18 20:00,150,14,2.1,15.3,0.81,1007.1,0,,,19.3,15.2,臺東縣,22,長濱鄉,227,2021/12/18 20:00,2021/12/18
25.284903,121.510814,25.28312778,121.5190583,白沙灣,C0AI20,2021/12/18 1:00,25,0,0,15.4,0.55,1024.1,0,,,15.5,15.4,新北市,6,石門區,1,2021/12/18 1:00,2021/12/18
22.888889,120.236444,22.88713889,120.2445,湖內,C0V640,2021/12/18 17:00,35,1,3.2,19.4,0.58,1016.7,0,,,20.5,15.4,高雄市,5,湖內區,285,2021/12/18 17:00,2021/12/18
23.349228,120.406328,23.34746667,120.4144278,白河,C0X210,2021/12/18 21:00,38,6,2.6,15.8,0.74,1016.1,0,,,19.7,14.1,臺南市,4,白河區,228,2021/12/18 21:00,2021/12/18
23.224167,120.797778,23.22240278,120.8060889,復興,C0V210,2021/12/18 19:00,734,152,0.6,14.8,0.86,938,0,,,19.9,11.8,高雄市,5,桃源區,353,2021/12/18 19:00,2021/12/18
21.995386,120.853619,21.99357778,120.8616333,佳樂水,C0R680,2021/12/18 2:00,13,50,5,20.5,0.7,1017.5,0,16.3,51,20.9,20.5,屏東縣,20,滿州鄉,348,2021/12/18 2:00,2021/12/18
23.814322,120.841658,23.81255278,120.8497917,水里,C0I360,2021/12/18 2:00,300,291,0.8,13.3,0.94,983.5,0,,,14.1,13.3,南投縣,13,水里鄉,168,2021/12/18 2:00,2021/12/18
23.460653,120.145722,23.45891111,120.1538306,東石,C0M710,2021/12/18 11:00,15,9,5,17.4,0.6,1020.9,0,13,7,17.4,14.9,嘉義縣,17,東石鄉,216,2021/12/18 11:00,2021/12/18
23.058528,120.400444,23.05675833,120.4085222,左鎮,C0X200,2021/12/18 10:00,61,310,2.4,16.6,0.64,1015,0,,,17,13.2,臺南市,4,左鎮區,266,2021/12/18 10:00,2021/12/18
23.421475,120.380792,23.41971944,120.3888944,水上,C0M690,2021/12/18 12:00,33,17,2.9,18.3,0.54,1017,0,,,18.3,14.3,嘉義縣,17,水上鄉,223,2021/12/18 12:00,2021/12/18
25.1932,121.775678,25.19140833,121.7839139,基隆嶼,C0B020,2021/12/18 12:00,86,360,5,14.9,0.68,1014.7,0,13.3,353,14.9,13.4,基隆市,3,中正區,11,2021/12/18 12:00,2021/12/18
23.902453,120.704053,23.90068889,120.7121917,南投服務區,CM0160,2021/12/18 13:00,159,291,0.8,19.6,0.49,-99,0,,,19.7,12,南投縣,13,南投市,160,2021/12/18 13:00,2021/12/18
22.607389,120.387667,22.60561389,120.3957167,大寮,C0V730,2021/12/18 16:00,33,358,1.9,21.1,0.55,1014.9,0,,,22,15.4,高雄市,5,大寮區,320,2021/12/18 16:00,2021/12/18
23.585708,121.506678,23.58389722,121.5148056,豐濱,C0T9I0,2021/12/18 0:00,152,28,4.5,16.4,0.69,1007.6,0,,,22.6,16.4,花蓮縣,21,豐濱鄉,188,2021/12/18 0:00,2021/12/18
22.694833,120.534611,22.69312778,120.5426222,長治,C0R480,2021/12/18 7:00,57,-99,-99,-99,-99,-99,0,,,-99,-99,屏東縣,20,長治鄉,307,2021/12/18 7:00,2021/12/18
23.65605,120.551619,23.65429167,120.5597444,古坑,C0K490,2021/12/18 21:00,91,24,0.4,15.5,0.7,1011.5,0,,,19.7,13.2,雲林縣,16,古坑鄉,196,2021/12/18 21:00,2021/12/18
24.13355,121.287556,24.13176389,121.2957167,小奇萊,C0I530,2021/12/18 13:00,3014,219,8.9,6,0.66,701.7,0,17.2,216,6.1,-0.4,南投縣,13,仁愛鄉,122,2021/12/18 13:00,2021/12/18
23.476069,121.402597,23.47426389,121.4107111,德武,C0Z280,2021/12/18 13:00,224,345,0.4,17.8,0.71,998.7,0,,,17.8,13.7,花蓮縣,21,玉里鎮,221,2021/12/18 13:00,2021/12/18
25.259639,121.493361,25.25813056,121.5019167,三芝,C0AD00,2021/12/18 13:00,86,28,2.8,14.6,0.7,1016.3,0,,,14.8,13.5,新北市,6,三芝區,2,2021/12/18 13:00,2021/12/18
24.63875,120.856583,24.63705556,120.8647778,造橋,C0E740,2021/12/18 8:00,27,42,2.7,14.4,0.66,1019.7,0,,,14.5,13.8,苗栗縣,11,造橋鄉,90,2021/12/18 8:00,2021/12/18
23.867806,120.444722,23.86600278,120.4528056,埤頭,C0G830,2021/12/18 7:00,27,6,4.2,14.9,0.67,1016.2,0,,,16.1,14.8,彰化縣,14,埤頭鄉,165,2021/12/18 7:00,2021/12/18
23.460653,120.145722,23.45891111,120.1538306,東石,C0M710,2021/12/18 16:00,15,8,6.1,17.1,0.71,1018.7,0,12.7,13,18.4,14.9,嘉義縣,17,東石鄉,216,2021/12/18 16:00,2021/12/18
23.216733,120.127656,23.21497222,120.1357611,將軍,C0X280,2021/12/18 18:00,22,38,4.9,16.6,0.71,1018.9,0,,,18.8,14.6,臺南市,4,將軍區,245,2021/12/18 18:00,2021/12/18
25.133889,121.600278,25.13215278,121.6086917,五指山,C0A870,2021/12/18 17:00,685,66,6.1,10.9,1,942.9,0,12.1,34,11.1,9.1,新北市,6,汐止區,14,2021/12/18 17:00,2021/12/18
23.312447,120.308586,23.31068889,120.3166806,新營,C0X250,2021/12/18 18:00,33,9,2.9,17.1,0.66,1017.4,0,,,19.4,14.6,臺南市,4,新營區,235,2021/12/18 18:00,2021/12/18
22.432667,120.502083,22.43083611,120.5099833,林邊,C0R530,2021/12/18 4:00,16,358,2.3,17.6,0.78,1015.6,0,,,18.1,17.2,屏東縣,20,林邊鄉,340,2021/12/18 4:00,2021/12/18
22.669025,121.467267,22.66720278,121.4753278,綠島,C0S730,2021/12/18 18:00,110,94,10.2,16.3,0.97,1009.5,5,20.2,109,18.5,15.8,臺東縣,22,綠島鄉,315,2021/12/18 18:00,2021/12/18
24.042972,120.429528,24.04128889,120.4376694,福興,C0G770,2021/12/18 9:00,15,23,2.5,16.5,0.57,1020.4,0,10.3,11,16.5,15.3,彰化縣,14,福興鄉,145,2021/12/18 9:00,2021/12/18
24.894711,121.316761,24.89293611,121.324975,大溪永福,C0C710,2021/12/18 15:00,143,179,1.2,14.9,0.73,1007.7,0,,,16.2,12.3,桃園市,8,大溪區,60,2021/12/18 15:00,2021/12/18
23.273047,121.180172,23.27125,121.1882722,清水林道,C0Z320,2021/12/18 16:00,646,0,0.2,12.5,0.82,950.1,2,,,16.8,9.9,花蓮縣,21,卓溪鄉,207,2021/12/18 16:00,2021/12/18
22.907694,120.68,22.90594444,120.6880556,萬山,C0V790,2021/12/18 17:00,410,282,0.9,16.6,0.83,971.9,0,,,18.8,16.6,高雄市,5,茂林區,278,2021/12/18 17:00,2021/12/18
21.923578,120.727792,21.92168889,120.7358167,貓鼻頭,C0R350,2021/12/18 8:00,35,51,9.1,19.5,0.73,1016,0,18.4,45,20.9,18.7,屏東縣,20,恆春鎮,350,2021/12/18 8:00,2021/12/18
22.721528,120.277917,22.71975,120.286,楠梓,C0V670,2021/12/18 1:00,20,339,2.5,16.3,0.69,1016.8,0,,,16.5,16.3,高雄市,5,楠梓區,305,2021/12/18 1:00,2021/12/18
25.059108,121.4924,25.05737778,121.500625,三重,C0AI30,2021/12/18 20:00,26,69,4.4,16.2,0.7,1024.1,0,,,16.2,14.5,新北市,6,三重區,25,2021/12/18 20:00,2021/12/18
24.822,121.344094,24.82020833,121.3522806,復興,C0C460,2021/12/18 2:00,482,110,0.9,10.4,0.75,970.8,0,,,10.7,10.2,桃園市,8,復興區,67,2021/12/18 2:00,2021/12/18
23.371644,120.239936,23.36989167,120.2480472,東後寮,C0M520,2021/12/18 10:00,15,20,3.8,16.8,0.57,1020.4,0,,,16.8,14.4,嘉義縣,17,義竹鄉,229,2021/12/18 10:00,2021/12/18
24.186278,120.520833,24.18453611,120.5289722,龍井,C0F9R0,2021/12/18 1:00,20,48,7.4,15.2,0.59,1019.9,0,17.6,53,15.6,15.2,臺中市,2,龍井區,115,2021/12/18 1:00,2021/12/18
22.684722,120.678889,22.68290278,120.6866389,瑪家,C0R140,2021/12/18 17:00,740,0,0,14.2,0.99,938.3,0,,,16.7,14.2,屏東縣,20,瑪家鄉,308,2021/12/18 17:00,2021/12/18
25.073047,121.772586,25.07125,121.7807944,五分山,C0AH30,2021/12/18 12:00,755,56,2.5,7.8,-99,940,4.5,9.3,42,7.9,6.1,新北市,6,瑞芳區,18,2021/12/18 12:00,2021/12/18
24.087056,121.165414,24.08527222,121.1735722,梅峰,C0I480,2021/12/18 18:00,2165,0,0.2,7.5,0.99,791.2,0,,,13.9,4.4,南投縣,13,仁愛鄉,122,2021/12/18 18:00,2021/12/18
22.856639,120.251361,22.85499722,120.2594389,路竹,C0V750,2021/12/18 21:00,50,14,2.7,17.7,0.71,1016.1,0,,,20.8,15.5,高雄市,5,路竹區,288,2021/12/18 21:00,2021/12/18
24.087056,121.165414,24.08527222,121.1735722,梅峰,C0I480,2021/12/18 12:00,2165,357,0.8,10.3,0.8,791.3,0,,,12.3,4.4,南投縣,13,仁愛鄉,122,2021/12/18 12:00,2021/12/18
24.453056,120.921944,24.45127222,120.9301917,馬都安,C0E610,2021/12/18 20:00,850,0,0,10.2,0.85,926.5,0,,,13.9,6.9,苗栗縣,11,泰安鄉,101,2021/12/18 20:00,2021/12/18
24.592053,121.404039,24.59026944,121.4122278,鴛鴦湖,C0UA10,2021/12/18 7:00,1711,0,0,2.2,1,838.1,3.5,,,3.6,2.1,宜蘭縣,7,大同鄉,81,2021/12/18 7:00,2021/12/18
