ObsTime,WDIR,WDSD,Temp,HUMD,PRES,StationID
2021/12/12 0:00,24,3.9,19.6,0.9,1017.8,C0C620
2021/12/12 0:00,0,0.2,18.6,0.93,1016.3,C0AH00
2021/12/12 0:00,337,0.8,20.9,0.91,1007.4,C0R790
2021/12/12 0:00,0,0,nan,0.99,1017.7,C0K580
2021/12/12 0:00,9,8.5,19.5,0.91,1017.9,C0AI20
2021/12/12 0:00,142,2.7,14.5,0.81,897.2,C0K240
2021/12/12 0:00,11,0.4,20.2,0.88,1019.3,C0D570
2021/12/12 0:00,2,1.8,21,0.93,1011.4,C0R270
2021/12/12 0:00,99,0.8,17.9,0.87,1002.6,C0F970
2021/12/12 0:00,292,6.7,2.8,0.22,nan,C0I540
2021/12/12 0:00,308,5.1,20.3,0.88,1018.1,C0Z230
2021/12/12 0:00,236,1.5,17.7,0.88,993.1,C0S930
2021/12/12 0:00,232,2.3,16.9,0.95,972.8,C0S950
2021/12/12 0:00,319,0.7,19,0.79,996,C0S790
2021/12/12 0:00,0,0,12.7,0.97,960.3,C0D360
2021/12/12 0:00,51,0.3,19.5,0.86,999.9,C0F9O0
2021/12/12 0:00,297,1.8,16.3,0.96,967.3,C0SA00
2021/12/12 0:00,196,0.8,17.7,0.95,996.6,C0C630
2021/12/12 0:00,6,2.5,19.3,0.93,1013.9,C0G910
2021/12/12 0:00,0,0,20.5,0.87,1016.7,C0E740
2021/12/12 0:00,293,0.9,16.4,1,1007.2,C0G620
2021/12/12 0:00,16,2.2,19.3,0.92,1019.5,C0K280
2021/12/12 0:00,119,0.5,16.6,0.91,938.5,C0R140
2021/12/12 0:00,40,0.4,18.4,0.99,1016.2,C0G650
2021/12/12 0:00,15,1.6,17.9,0.99,997.7,C0F9I0
2021/12/12 0:00,296,0.6,19.3,0.9,1015,C0R510
2021/12/12 0:00,6,1.7,18.3,0.99,1016.9,C0M790
2021/12/12 0:00,54,0.8,21.5,0.9,1017.1,C0R810
2021/12/12 0:00,92,1.6,10.8,0.85,891.8,C0I390
2021/12/12 0:00,9,1.4,19.7,0.92,1018.5,C0R580
2021/12/12 0:00,32,1.4,20.1,0.88,1013.2,C0D660
2021/12/12 0:00,0,0,17.6,0.91,1008.3,C0E850
2021/12/12 0:00,0,0,18.4,0.93,1013.9,C0E550
2021/12/12 0:00,5,1.4,18.5,0.96,1018.1,C0K510
2021/12/12 0:00,340,1.1,18.5,0.93,1016.3,C0V770
2021/12/12 0:00,42,1.5,18.5,0.99,1013,C0X170
2021/12/12 0:00,51,1.4,20.1,0.84,1012.5,C0F9U0
2021/12/12 0:00,8,1.1,19.6,0.91,1013.6,C0R570
2021/12/12 0:00,28,1,19.5,0.91,1014.7,C0E590
2021/12/12 0:00,0,0,14.5,1,974.8,C0A560
2021/12/12 0:00,357,0.3,18.6,0.88,1008.2,C0R470
2021/12/12 0:00,5,3,18.2,0.95,989,C0AH50
2021/12/12 0:00,28,2.8,19.5,0.93,1012.2,C0C590
2021/12/12 0:00,62,0.6,20.4,0.85,1016.9,C0R220
2021/12/12 0:00,57,0.9,17.5,0.99,1013.6,C0X210
2021/12/12 0:00,101,5.5,16.4,0.99,941,C0A870
2021/12/12 0:00,78,0.6,16.2,0.92,940.7,C0M850
2021/12/12 0:00,5,3.2,18.3,0.95,1016,C0K440
2021/12/12 0:00,0,0,17.6,0.81,953.6,C0R820
2021/12/12 0:00,122,1.2,17.8,1,980.4,C0E790
2021/12/12 0:00,0,0.1,18,0.98,1005.5,C0Z200
2021/12/12 0:00,24,2.4,18.4,0.94,1000.4,C0F9X0
2021/12/12 0:00,68,0.7,3.5,0.47,729.9,C0T790
2021/12/12 0:00,11,3.1,19.5,0.77,974.6,C0S990
2021/12/12 0:00,331,1.5,18.2,0.91,1013.4,C0V740
2021/12/12 0:00,116,0.3,17.3,0.94,1004.4,C0Z061
2021/12/12 0:00,32,2.4,21.1,0.88,1018.7,C0R680
2021/12/12 0:00,32,2.6,19.7,1,1017.5,C0G890
2021/12/12 0:00,54,0.6,15.6,0.96,984.9,C0V250
2021/12/12 0:00,186,3.8,5.9,0.04,nan,C0F0A0
2021/12/12 0:00,14,2.1,nan,1,1016.2,C0X160
2021/12/12 0:00,298,0.7,18.1,0.88,1004.9,C0S920
2021/12/12 0:00,236,0.7,15.8,1,963.4,C0U520
2021/12/12 0:00,6,1.6,18.2,0.95,1015.8,C0M660
2021/12/12 0:00,0,0,16.9,0.92,1011,C0V370
2021/12/12 0:00,16,0.6,5.5,0.06,667.6,C0F0E0
2021/12/12 0:00,16,0.3,17.2,0.89,996.2,C0Z020
2021/12/12 0:00,27,4.4,20.7,0.8,1019.4,CM0120
2021/12/12 0:00,86,1.1,16.9,0.97,1015.7,C0X050
2021/12/12 0:00,0,0,15.2,0.99,1005.1,C0C710
2021/12/12 0:00,180,0.8,14.9,0.92,975.1,C0X240
2021/12/12 0:00,325,0.8,18.4,0.92,972.3,C0AH40
2021/12/12 0:00,78,1.5,18.2,0.95,1012.5,C0V400
2021/12/12 0:00,32,2.5,17.1,0.74,1020.8,C0W140
2021/12/12 0:00,303,1.3,8.4,0.98,838,C0UA10
2021/12/12 0:00,354,2.1,19.7,0.81,1013.7,C0R490
2021/12/12 0:00,37,1.4,22.2,0.67,1017.1,C0A9C0
2021/12/12 0:00,163,0.6,17.9,0.9,1016.9,C0AD40
2021/12/12 0:00,0,0.1,18.2,0.97,1019,C0U760
2021/12/12 0:00,0,0,14.6,0.99,909.6,C0F0C0
2021/12/12 0:00,44,1.2,19,0.89,993.7,C0F9M0
2021/12/12 0:00,59,0.6,15.7,0.94,1008.3,C0V360
2021/12/12 0:00,0,0,16.4,0.97,996.1,C0S890
2021/12/12 0:00,15,3.1,19.3,0.88,1018,C0X190
2021/12/12 0:00,196,1.2,16,0.82,994.5,C0E430
2021/12/12 0:00,31,1,18.7,0.91,1014.1,C0G860
2021/12/12 0:00,130,1.3,15.4,1,930.5,C0UA50
2021/12/12 0:00,7,1.5,18.5,0.99,1016.7,C0K410
2021/12/12 0:00,203,0.3,12.7,0.99,871,C0M810
2021/12/12 0:00,0,0,14.4,0.99,963.7,C0T820
2021/12/12 0:00,72,0.8,17.5,0.97,990.7,C0F9L0
2021/12/12 0:00,0,0,15.9,0.93,1006.8,C0K560
2021/12/12 0:00,8,2.7,18.6,0.98,1017.3,C0V660
2021/12/12 0:00,11,2.7,19.3,0.93,1018.6,C0M750
2021/12/12 0:00,0,0,19.5,0.92,1019,C0U910
2021/12/12 0:00,341,1.7,16.4,0.95,979.6,C0A860
2021/12/12 0:00,0,0.1,18,0.96,1016.2,C0A940
2021/12/12 0:00,229,1,11.3,0.96,894.9,C0U720
2021/12/12 0:00,340,2.2,12.9,0.99,899.7,C0AC40
2021/12/12 0:00,67,4.1,18.9,0.99,981.8,C0R760
2021/12/12 0:00,0,0.2,17.7,0.99,1014.5,C0O860
2021/12/12 0:00,8,1.9,19.4,0.99,1017.5,C0V630
2021/12/12 0:00,319,0.5,15.4,0.99,1005.2,C0T870
2021/12/12 0:00,46,0.4,14.8,1,984.5,C0E520
2021/12/12 0:00,200,3.3,13.6,0.99,896.3,C0UA40
2021/12/12 0:00,358,0.6,18.3,0.96,1017.1,C0M680
2021/12/12 0:00,6,0.8,17.8,0.86,962.8,C0SA90
2021/12/12 0:00,0,0,18.3,0.87,1015.4,C0G840
2021/12/12 0:00,0,0.2,16.7,0.94,987.6,C0Z080
2021/12/12 0:00,0,0.2,19.9,0.93,1010.1,C0R260
2021/12/12 0:00,20,1.5,18,0.95,1014.9,C0K420
2021/12/12 0:00,61,3.7,17.3,1,959.1,C0R840
2021/12/12 0:00,0,0,14.2,1,988.4,C0A650
2021/12/12 0:00,34,2.8,19.2,0.91,1018.6,C0V650
2021/12/12 0:00,234,0.4,15.3,0.95,969.4,C0H890
2021/12/12 0:00,21,2,18.1,0.88,992.6,C0C690
2021/12/12 0:00,0,0,14,0.99,945.1,C0I370
2021/12/12 0:00,0,0,17.5,0.89,1000.5,C0I110
2021/12/12 0:00,34,1.7,17.2,0.96,1013.2,C0K480
2021/12/12 0:00,0,0,18.8,0.93,1008.7,C0C480
2021/12/12 0:00,14,2.6,19.6,0.93,1018.4,C0M710
2021/12/12 0:00,0,0,17.4,0.97,996.5,C0Z280
2021/12/12 0:00,355,2,18.4,0.95,1016,C0X250
2021/12/12 0:00,60,5,22.6,0.84,1015.2,C0R350
2021/12/12 0:00,0,0,17.5,0.95,1011.4,C0AI10
2021/12/12 0:00,0,0,17,1,1001.7,C0O810
2021/12/12 0:00,202,1.5,19.2,0.88,1015,C0U900
2021/12/12 0:00,36,0.4,19.7,0.93,1002.1,C0E780
2021/12/12 0:00,32,1.5,16.6,0.99,986.3,C0A530
2021/12/12 0:00,12,0.3,19.9,0.87,1015.7,C0F9S0
2021/12/12 0:00,0,0.1,20.6,0.88,1017.7,C0E540
2021/12/12 0:00,83,0.3,19,0.85,1004.4,C0D560
2021/12/12 0:00,350,0.8,19.2,0.91,1014.4,C0M730
2021/12/12 0:00,23,0.3,19,0.95,1018.1,C0X140
2021/12/12 0:00,153,1.5,16.6,1,956.3,C0U980
2021/12/12 0:00,109,2,22.4,0.68,1004.5,C0R800
2021/12/12 0:00,57,3.5,23.9,0.63,1016.6,C0R670
2021/12/12 0:00,49,1.3,19.8,0.92,1016.1,C0R520
2021/12/12 0:00,0,0,17.8,0.94,992.7,C0Z070
2021/12/12 0:00,38,1.3,18.2,1,1013.6,C0B010
2021/12/12 0:00,3,1.3,18.7,0.96,1019,C0X150
2021/12/12 0:00,327,2.2,20.2,0.83,1015.5,C0S810
2021/12/12 0:00,354,1.2,17.5,0.99,1019.3,C0X060
2021/12/12 0:00,41,2.9,19.5,0.97,1015.4,C0C540
2021/12/12 0:00,0,0.2,17.5,0.99,1016.9,C0Z100
2021/12/12 0:00,0,0.1,18.2,0.83,932.8,C0R600
2021/12/12 0:00,0,0,17.5,0.99,1007.9,C0T960
2021/12/12 0:00,62,0.7,21.9,0.7,1018.4,C0A9E0
2021/12/12 0:00,0,0,13.5,0.95,966.8,C0C460
2021/12/12 0:00,0,0,18.4,1,1006.5,C0D580
2021/12/12 0:00,135,0.4,16.1,0.88,954.2,C0M860
2021/12/12 0:00,37,1.8,19.8,0.91,1016.1,C0E830
2021/12/12 0:00,209,0.3,19.6,0.88,1018.7,C0U990
2021/12/12 0:00,34,3,19.8,0.99,1018.1,C0F9P0
2021/12/12 0:00,0,0,16.1,0.97,1016,C0A890
2021/12/12 0:00,69,1,22.5,0.66,1016.9,C0AI40
2021/12/12 0:00,31,1,17.6,0.95,1012.9,C0K400
2021/12/12 0:00,3,2.9,18.9,0.99,1011.3,C0R590
2021/12/12 0:00,328,1.8,19.8,0.87,1015,C0V730
2021/12/12 0:00,214,3.4,2.4,0.41,704.2,C0I530
2021/12/12 0:00,164,0.4,5.4,0.74,785.4,C0F860
2021/12/12 0:00,353,0.7,21,0.8,1011.4,C0SA30
2021/12/12 0:00,267,1.3,14.4,0.98,918.7,C0S980
2021/12/12 0:00,61,3,15.3,1,961.7,C0E880
2021/12/12 0:00,1,1.6,18.7,0.91,1017.3,C0G750
2021/12/12 0:00,275,1.2,10.3,0.9,850.8,C0H9A0
2021/12/12 0:00,nan,nan,9.8,1,844.8,C0S760
2021/12/12 0:00,129,0.6,15.5,0.79,918.2,C0I090
2021/12/12 0:00,21,2.7,19,0.99,1017.6,C0G800
2021/12/12 0:00,181,0.6,16.7,0.94,976.9,C0UA00
2021/12/12 0:00,278,0.8,14.5,0.91,930.2,C0Z050
2021/12/12 0:00,14,1.6,19.5,0.93,1018,C0V620
2021/12/12 0:00,351,0.9,19,0.99,1018.3,C0O950
2021/12/12 0:00,360,2.3,19.2,0.94,1016.9,C0X100
2021/12/12 0:00,0,0,16.8,0.91,973.7,C0T9E0
2021/12/12 0:00,15,1,17.8,0.96,1005.7,C0O960
2021/12/12 0:00,12,1.4,18.3,0.97,1017.4,C0M740
2021/12/12 0:00,91,2.5,19.9,0.96,1005.7,C0R150
2021/12/12 0:00,26,1.6,20,0.89,1016.6,C0E420
2021/12/12 0:00,0,0,5,0.99,792.7,C0I480
2021/12/12 0:00,323,0.9,20,0.88,1017.8,C0R560
2021/12/12 0:00,0,0.1,18,0.9,1015.9,C0AC80
2021/12/12 0:00,18,2.3,18.3,0.94,1016.8,C0X220
2021/12/12 0:00,0,0,16.6,0.99,nan,CM0160
2021/12/12 0:00,56,0.9,20.6,0.83,1016.9,C0V720
2021/12/12 0:00,0,0,16.5,1,1012.5,C0X200
2021/12/12 0:00,338,2.1,16.8,0.9,986.7,C0M410
2021/12/12 0:00,0,0,19,0.94,1019.8,C0S840
2021/12/12 0:00,2,1.5,20.5,0.86,1014.9,C0V710
2021/12/12 0:00,15,1.3,18.3,0.96,1017.4,C0K430
2021/12/12 0:00,8,1.8,nan,0.91,1017.1,C0G780
2021/12/12 0:00,81,1.7,17.3,0.39,901.8,C0R130
2021/12/12 0:00,59,0.6,11,0.58,853.3,C0I010
2021/12/12 0:00,81,4.5,21.1,0.89,1013.5,C0R780
2021/12/12 0:00,77,0.4,20.1,0.87,1013.1,C0E750
2021/12/12 0:00,27,1.7,19.4,0.94,1017.9,C0K520
2021/12/12 0:00,13,0.5,19.2,1,1015.8,C0R170
2021/12/12 0:00,0,0,17.7,0.99,1011.1,C0X180
2021/12/12 0:00,67,1.6,19.1,1,992,C0R280
2021/12/12 0:00,0,0,16.8,1,971.3,C0F9A0
2021/12/12 0:00,26,3,18.3,0.94,1011.9,C0K460
2021/12/12 0:00,85,0.5,20.4,0.81,1012.6,C0AC70
2021/12/12 0:00,19,2.2,19.3,0.99,1015.1,C0E810
2021/12/12 0:00,360,1.8,nan,0.81,1016.7,C0R530
2021/12/12 0:00,33,2.8,21.4,0.92,1016.2,C0R620
2021/12/12 0:00,53,2.3,19.1,0.92,1000.6,C0C660
2021/12/12 0:00,0,0.2,18.2,0.96,1015.2,C0K330
2021/12/12 0:00,85,1,19.3,1,1014.4,C0R550
2021/12/12 0:00,78,0.8,11.7,0.92,873.5,C0M530
2021/12/12 0:00,308,0.3,18.7,0.99,991.9,C0T9F0
2021/12/12 0:00,40,1.8,20.9,0.8,995.4,C0R720
2021/12/12 0:00,145,0.3,19.6,0.99,1015.6,C0R650
2021/12/12 0:00,0,0.1,19.2,0.93,992.7,C0R340
2021/12/12 0:00,55,6,11.1,0.89,838.6,C0R440
2021/12/12 0:00,1,2.2,20.6,0.82,1017.7,C0V490
2021/12/12 0:00,273,1.2,16.5,0.98,1015.9,C0V350
2021/12/12 0:00,344,1.4,20.5,0.87,1016.1,C0V700
2021/12/12 0:00,105,4.3,19.8,0.98,1007.7,C0S730
2021/12/12 0:00,69,2.1,21.3,0.86,1008.8,C0R770
2021/12/12 0:00,17,1.9,18.1,0.96,1017.6,C0M520
2021/12/12 0:00,10,1.1,17.9,0.96,1014.3,C0M670
2021/12/12 0:00,316,0.5,16.9,0.88,957.9,C0T9B0
2021/12/12 0:00,73,3.5,21.1,0.86,1000.8,C0R730
2021/12/12 0:00,0,0,18.5,1,1005.2,C0H960
2021/12/12 0:00,54,0.6,17.4,0.9,973.8,C0SA10
2021/12/12 0:00,0,0.1,18.8,0.93,1013.1,C0V310
2021/12/12 0:00,288,0.7,20.2,0.88,1019.3,C0U600
2021/12/12 0:00,74,1,10.7,0.93,846.8,C0I490
2021/12/12 0:00,33,1.4,20.3,0.88,1018.1,C0G770
2021/12/12 0:00,55,1.5,19.4,0.91,1019.3,C0F9R0
2021/12/12 0:00,338,2.8,18.9,0.92,1009.7,C0B020
2021/12/12 0:00,237,0.7,11.4,1,896.8,C0Z250
2021/12/12 0:00,82,0.4,17.1,0.92,1000.3,C0M770
2021/12/12 0:00,253,1.3,18.9,0.88,1018.9,C0U940
2021/12/12 0:00,51,3.9,17.9,0.72,1018.2,C0W150
2021/12/12 0:00,237,0.3,7.8,1,819.5,C0U960
2021/12/12 0:00,52,2,19.2,0.93,990.6,C0R690
2021/12/12 0:00,0,0.1,22.1,0.81,1017,C0R700
2021/12/12 0:00,19,9,16.5,0.9,1021.8,C0W110
2021/12/12 0:00,0,0.2,17.5,0.95,1008.2,C0F930
2021/12/12 0:00,328,0.9,19.7,0.93,1005.9,C0F9T0
2021/12/12 0:00,33,1.3,17,0.86,970.7,C0V820
2021/12/12 0:00,88,1.3,15.5,0.95,984.8,C0F0B0
2021/12/12 0:00,42,2.3,20,0.91,1016.1,C0V690
2021/12/12 0:00,38,2.4,18.8,0.9,1003.6,C0C700
2021/12/12 0:00,350,1.9,15.4,0.91,924.8,C0SA20
2021/12/12 0:00,49,0.9,18.3,0.96,1014.8,C0V530
2021/12/12 0:00,0,0,18.1,0.94,996.5,C0C650
2021/12/12 0:00,40,1.1,19.1,0.98,1016.2,C0V760
2021/12/12 0:00,0,0.1,15.8,0.97,976.8,C0F850
2021/12/12 0:00,48,2,18.9,0.99,1005.7,C0D590
2021/12/12 0:00,2,1.3,18.4,1,1012.6,C0R480
2021/12/12 0:00,129,0.5,20.3,0.93,1003.7,C0S940
2021/12/12 0:00,0,0,16,0.98,1011.5,C0X300
2021/12/12 0:00,51,0.5,20.4,0.85,1016.2,C0E730
2021/12/12 0:00,139,2,1.8,0.36,700.2,C0F0D0
2021/12/12 0:00,294,7.2,4,0.18,684.1,C0H9C0
2021/12/12 0:00,263,1.3,15.9,0.91,954.5,C0Z220
2021/12/12 0:00,206,0.9,17.9,0.97,1014.4,C0AC60
2021/12/12 0:00,42,2.8,18.9,0.96,1017.6,C0X280
2021/12/12 0:00,0,0,16.8,0.96,1008.8,C0A660
2021/12/12 0:00,207,2.7,5.3,0.36,740.8,C0UA20
2021/12/12 0:00,11,3.4,19.7,0.93,1019.3,C0K291
2021/12/12 0:00,28,1.6,18.3,0.97,1018.7,C0K250
2021/12/12 0:00,25,6,21.1,0.81,1016.8,C0W130
2021/12/12 0:00,22,2.1,19.3,0.94,1013.8,C0V750
2021/12/12 0:00,21,7.7,20.8,0.86,1013.6,C0W120
2021/12/12 0:00,45,0.7,17.3,0.99,1002.2,C0O840
2021/12/12 0:00,0,0,16.4,0.95,998.3,C0SA40
2021/12/12 0:00,12,2.3,18.9,0.95,1017.6,C0G730
2021/12/12 0:00,273,0.7,19,0.88,1015.6,C0A520
2021/12/12 0:00,0,0,19.7,0.89,1020.2,C0U860
2021/12/12 0:00,344,0.7,16.6,0.92,966.6,C0Z330
2021/12/12 0:00,1,1.3,17.8,0.94,1015.1,C0M690
2021/12/12 0:00,116,7.3,14.4,1,908.3,C0U950
2021/12/12 0:00,0,0,16.6,0.93,1009,C0K490
2021/12/12 0:00,0,0.2,21.5,0.85,1016.3,C0AD30
2021/12/12 0:00,200,0.8,16.2,0.88,964.1,C0S700
2021/12/12 0:00,305,0.3,16.2,0.99,964.4,C0T9A0
2021/12/12 0:00,19,0.3,16.5,0.68,937.9,C0V210
2021/12/12 0:00,207,0.7,16.9,0.84,995.7,C0E820
2021/12/12 0:00,155,1,19.7,0.89,989.6,C0S830
2021/12/12 0:00,0,0,17.5,0.9,1001.5,C0M640
2021/12/12 0:00,50,2.3,19.1,0.99,1015.8,C0V640
2021/12/12 0:00,335,3.5,18.9,0.89,1020.3,C0U770
2021/12/12 0:00,8,0.7,16.8,0.99,1015.2,C0G760
2021/12/12 0:00,3,1.9,18.1,0.94,1017.8,C0V610
2021/12/12 0:00,25,1.7,20,0.93,1018.1,C0AD10
2021/12/12 0:00,nan,nan,nan,nan,nan,C0M780
2021/12/12 0:00,139,0.6,19.1,0.93,1012.2,C0AD00
2021/12/12 0:00,0,0.1,17,0.87,1000.3,C0T900
2021/12/12 0:00,28,14.2,16.8,0.91,1012.7,C0W160
2021/12/12 0:00,0,0.2,17.6,0.94,988.4,C0V800
2021/12/12 0:00,0,0.2,16.9,0.99,1007.8,C0Z210
2021/12/12 0:00,39,0.5,18.2,0.94,1005.7,C0I460
2021/12/12 0:00,21,0.4,17.5,0.99,1008.7,C0R240
2021/12/12 0:00,116,0.7,21.6,0.82,1017.3,C0A9F0
2021/12/12 0:00,0,0.2,20.6,0.81,1014.5,C0AG80
2021/12/12 0:00,100,1.6,17.8,0.79,989.3,C0I380
2021/12/12 0:00,27,1.5,20.8,0.85,1017.3,C0R660
2021/12/12 0:00,36,2.2,19.1,0.84,992.2,C0C680
2021/12/12 0:00,30,1.8,20.6,0.93,1017.4,C0G900
2021/12/12 0:00,0,0,14,1,972.8,C0A550
2021/12/12 0:00,10,1.5,19.6,0.92,1017.3,C0G740
2021/12/12 0:00,2,2.2,19,0.93,1014.8,C0V680
2021/12/12 0:00,0,0,8.8,0.58,816.2,C0D550
2021/12/12 0:00,0,0,19.4,0.99,1017.1,C0Z180
2021/12/12 0:00,103,0.5,19.7,0.96,974.8,C0A540
2021/12/12 0:00,248,0.7,19.2,0.85,1019.6,C0U780
2021/12/12 0:00,79,1.2,21.4,0.78,1016.8,C0AH10
2021/12/12 0:00,0,0,18.3,0.97,1009.5,C0D430
2021/12/12 0:00,37,1.4,19.2,0.9,999.3,C0AI00
2021/12/12 0:00,54,0.8,16.7,0.97,1004.7,C0V260
2021/12/12 0:00,25,3.7,19.7,1,1019.6,C0X310
2021/12/12 0:00,0,0.1,22.7,0.66,1018.1,C0S970
2021/12/12 0:00,241,0.6,10.5,1,867.4,C0UA30
2021/12/12 0:00,332,0.5,18.1,0.94,992.6,C0C670
2021/12/12 0:00,266,2.1,18.5,0.84,1008.8,C0U890
2021/12/12 0:00,359,1.1,18,1,1013.7,C0R160
2021/12/12 0:00,131,2.8,21.1,0.88,1010.1,C0A970
2021/12/12 0:00,145,0.7,7.7,0.99,811.9,C0U710
2021/12/12 0:00,87,0.6,18.1,0.99,967.5,C0U870
2021/12/12 0:00,0,0,17.3,1,1018,C0A880
2021/12/12 0:00,61,4.3,18.8,0.99,976,C0R830
2021/12/12 0:00,3,0.8,18.3,0.99,1015.3,C0M760
2021/12/12 0:00,9,1.6,17.6,1,1017.9,C0X230
2021/12/12 0:00,20,1.4,19.7,0.88,1017.8,C0V500
2021/12/12 0:00,227,0.5,20.3,0.91,1020.9,C0U970
2021/12/12 0:00,337,1.5,16.9,0.96,998.8,C0I410
2021/12/12 0:00,246,0.3,16.8,0.96,1000.9,C0Z170
2021/12/12 0:00,0,0,16.6,0.93,1012.3,C0O930
2021/12/12 0:00,303,2.6,20.7,0.99,1013.3,C0Z190
2021/12/12 0:00,34,0.4,18.8,0.9,1015.8,C0G810
2021/12/12 0:00,131,3.1,14.9,0.99,936.8,C0AH30
2021/12/12 0:00,105,1.3,14.1,0.74,911.3,C0FA00
2021/12/12 0:00,259,0.8,18.5,0.99,1008.1,C0Z160
2021/12/12 0:00,337,0.5,16.7,0.99,1005,C0O830
2021/12/12 0:00,120,0.9,16.1,1,1002.2,C0F9Q0
2021/12/12 0:00,22,0.5,18.9,1,1016.3,C0G660
2021/12/12 0:00,286,0.7,13.9,0.97,949.4,C0Z320
2021/12/12 0:00,94,0.7,14.8,0.99,916.4,C0Z290
2021/12/12 0:00,25,2,nan,0.97,1019.4,C0X080
2021/12/12 0:00,27,1,18.7,1,1015.4,C0X130
2021/12/12 0:00,0,0,17.4,0.96,1002.7,C0D390
2021/12/12 0:00,0,0,17,0.96,994.9,C0A640
2021/12/12 0:00,285,1,16.8,0.89,938.6,C0T9H0
2021/12/12 0:00,61,0.3,17.2,0.96,991.7,C0T9N0
2021/12/12 0:00,12,1.7,18.2,1,1013.7,C0G720
2021/12/12 0:00,49,1.1,21.8,0.75,1018.5,C0AI30
2021/12/12 0:00,78,7.7,17.7,1,956.9,C0R750
2021/12/12 0:00,9,1.3,18.8,0.99,1014.3,C0Z310
2021/12/12 0:00,72,0.9,15.8,0.99,1003.1,C0M700
2021/12/12 0:00,52,1.2,17.3,0.97,1010.9,C0O970
2021/12/12 0:00,0,0,17.7,0.93,1002.2,C0C490
2021/12/12 0:00,3,1.2,18.1,0.86,978.1,C0S710
2021/12/12 0:00,0,0,20.3,0.79,1020.3,C0SA60
2021/12/12 0:00,41,2.5,18.6,0.99,1016.3,C0K390
2021/12/12 0:00,299,1.5,18.2,0.99,994.9,C0A930
2021/12/12 0:00,26,1.8,19.3,0.99,1019.1,C0G640
2021/12/12 0:00,0,0,17.3,0.94,1001.5,C0Z300
2021/12/12 0:00,104,1,16.5,0.88,970.1,C0M800
2021/12/12 0:00,0,0,14.8,1,949.5,C0AH90
2021/12/12 0:00,21,1.6,18.5,0.93,1017.4,C0K500
2021/12/12 0:00,122,0.6,19,0.89,1011.7,C0F9N0
2021/12/12 0:00,0,0,19.6,0.87,1012.4,C0V450
2021/12/12 0:00,0,0.1,18.1,0.97,1017.8,C0G820
2021/12/12 0:00,0,0,17.7,0.95,994.4,C0D480
2021/12/12 0:00,266,0.6,15.4,0.86,932.7,C0S660
2021/12/12 0:00,26,1.4,18.4,0.99,1016.8,C0O990
2021/12/12 0:00,120,1.4,23.9,0.74,1017.8,C0S900
2021/12/12 0:00,12,0.8,18.5,0.99,1017.9,C0M650
2021/12/12 0:00,318,0.3,19.4,0.78,977.6,C0S770
2021/12/12 0:00,90,1.9,20.5,0.72,1017.3,C0AH70
2021/12/12 0:00,131,0.6,18.3,0.83,980,C0A570
2021/12/12 0:00,0,0.1,16.9,0.84,953.6,C0T9G0
2021/12/12 0:00,0,0,16.7,0.99,993.5,C0M720
